time,stock,atm_diff,avg_ltp_pct_x1000
09:22,360ONE,0.0,0.0
09:22,ABB,0.0,0.0
09:22,ABCAPITAL,0.0,0.0
09:22,ADANIENSOL,0.0,0.0
09:22,ADANIENT,0.0,0.0
09:22,ADANIGREEN,0.0,0.0
09:22,ADANIPORTS,0.0,0.0
09:22,ALKEM,0.0,0.0
09:22,AMBER,0.0,0.0
09:22,AMBUJACEM,0.0,0.0
09:22,ANGELONE,0.0,0.0
09:22,APLAPOLLO,0.0,0.0
09:22,APOLLOHOSP,0.0,0.0
09:22,ASHOKLEY,0.0,0.0
09:22,ASIANPAINT,0.0,0.0
09:22,ASTRAL,0.0,0.0
09:22,AUBANK,0.0,0.0
09:22,AUROPHARMA,0.0,0.0
09:22,AXISBANK,0.0,0.0
09:22,BAJAJ-AUTO,0.0,0.0
09:22,BAJAJFINSV,0.0,0.0
09:22,BAJAJHLDNG,0.0,0.0
09:22,BAJFINANCE,0.0,0.0
09:22,BANDHANBNK,0.0,0.0
09:22,BANKBARODA,0.0,0.0
09:22,BANKINDIA,0.0,0.0
09:22,BDL,0.0,0.0
09:22,BEL,0.0,0.0
09:22,BHARATFORG,0.0,0.0
09:22,BHARTIARTL,0.0,0.0
09:22,BHEL,0.0,0.0
09:22,BIOCON,0.0,0.0
09:22,BLUESTARCO,0.0,0.0
09:22,BOSCHLTD,0.0,0.0
09:22,BPCL,0.0,0.0
09:22,BRITANNIA,0.0,0.0
09:22,BSE,0.0,0.0
09:22,CAMS,0.0,0.0
09:22,CANBK,0.0,0.0
09:22,CDSL,0.0,0.0
09:22,CGPOWER,0.0,0.0
09:22,CHOLAFIN,0.0,0.0
09:22,CIPLA,0.0,0.0
09:22,COALINDIA,0.0,0.0
09:22,COFORGE,0.0,0.0
09:22,COLPAL,0.0,0.0
09:22,CONCOR,0.0,0.0
09:22,CROMPTON,0.0,0.0
09:22,CUMMINSIND,0.0,0.0
09:22,DABUR,0.0,0.0
09:22,DALBHARAT,0.0,0.0
09:22,DELHIVERY,0.0,0.0
09:22,DIVISLAB,0.0,0.0
09:22,DIXON,0.0,0.0
09:22,DLF,0.0,0.0
09:22,DMART,0.0,0.0
09:22,DRREDDY,0.0,0.0
09:22,EICHERMOT,0.0,0.0
09:22,ETERNAL,0.0,0.0
